bookURI/type,bookURI/value,bookName/type,bookName/xml:lang,bookName/value,authorName/type,authorName/xml:lang,authorName/value,authorMovement/type,authorMovement/xml:lang,authorMovement/value,bookGenre/type,bookGenre/xml:lang,bookGenre/value,bookAbstract/type,bookAbstract/xml:lang,bookAbstract/value
uri,http://dbpedia.org/resource/Bro_(novel),literal,en,Bro (novel),literal,en,Vladimir Sorokin,literal,en,Postmodernism,literal,en,Science fiction,literal,en,"Bro is a science fiction novel by Vladimir Sorokin, the first part in the series The Ice Trilogy, a “tripartite extravaganza [that] pummels the reader with super-dense chunks of satire, fantasy, parody, history and paranoid pseudo-theory.“ The other volumes are, respectively, Ice and 23,000.  Although it chronologically precedes Ice, it was written several years after Ice was published."
uri,http://dbpedia.org/resource/The_Circle_(Eggers_novel),literal,en,The Circle (Eggers novel),literal,en,Dave Eggers,literal,en,Post-postmodernism,literal,en,Science fiction,literal,en,"The Circle is a 2013 novel by American author Dave Eggers. It chronicles tech worker Mae Holland as she joins a powerful Internet company which starts out as an incredibly rewarding experience, but as she works there longer things start to fall apart. It is Dave Eggers’s tenth published work of fiction."
uri,http://dbpedia.org/resource/You_Shall_Know_Our_Velocity,literal,en,You Shall Know Our Velocity,literal,en,Dave Eggers,literal,en,Post-postmodernism,literal,en,Novel,literal,en,"You Shall Know Our Velocity! is a 2002 novel by Dave Eggers. It was Eggers's debut novel, following the success of his memoir A Heartbreaking Work of Staggering Genius (2000).The plot follows Will and Hand, two childhood friends who set out on a week-long around-the-world odyssey, ostensibly to give away a large sum of money."
uri,http://dbpedia.org/resource/A_Hologram_for_the_King,literal,en,A Hologram for the King,literal,en,Dave Eggers,literal,en,Post-postmodernism,literal,en,Novel,literal,en,"A Hologram for the King is a 2012 novel written by Dave Eggers. In October 2012, the novel was announced as a finalist for the National Book Award."
uri,http://dbpedia.org/resource/What_Is_the_What,literal,en,What Is the What,literal,en,Dave Eggers,literal,en,Post-postmodernism,literal,en,Memoir,literal,en,"What Is the What: The Autobiography of Valentino Achak Deng is a 2006 novel written by Dave Eggers. It is based on the real-life story of Valentino Achak Deng, a Sudanese refugee and member of the Lost Boys of Sudan program."
uri,http://dbpedia.org/resource/A_Heartbreaking_Work_of_Staggering_Genius,literal,en,A Heartbreaking Work of Staggering Genius,literal,en,Dave Eggers,literal,en,Post-postmodernism,literal,en,Memoir,literal,en,"A Heartbreaking Work of Staggering Genius (ISBN 0-330-48455-9) is a memoir by Dave Eggers released in 2000. It chronicles his stewardship of younger brother Christopher ""Toph"" Eggers following the cancer-related deaths of his parents.The book was an enormous commercial and critical success, reaching number one on The New York Times bestseller list and being nominated as a finalist for the Pulitzer Prize for General Non-Fiction. Time magazine and several newspapers dubbed it ""The Best Book of the Year"". Critics praised the book for its wild, vibrant prose, and it was described as ""big, daring [and] manic-depressive"" by The New York Times.  The book was chosen as the 12th best book of the decade by The Times."
uri,http://dbpedia.org/resource/Ask_the_Dust,literal,en,Ask the Dust,literal,en,John Fante,literal,en,Dirty realism,literal,en,Roman à clef,literal,en,"Ask the Dust is the most popular novel of Italian-American author John Fante, first published in 1939 and set during the Great Depression-era in Los Angeles. It is one of a series of novels featuring the character Arturo Bandini as Fante's alter ego, a young Italian-American from Colorado struggling to make it as a writer in Los Angeles. The book is a roman à clef, much of it rooted in autobiographical incidents in Fante's life. The novel influenced Charles Bukowski significantly. In 2006, screenwriter Robert Towne adapted the novel into a film Ask the Dust."
uri,http://dbpedia.org/resource/O_Cortiço,literal,en,O Cortiço,literal,en,Aluísio Azevedo,literal,en,Romanticism,literal,en,Naturalism (literature),literal,en,"for the 1945 film see O Cortiço (film)O Cortiço (titled in English: The Slum) is an influential Brazilian novel written in 1890 by Aluísio Azevedo. The novel depicts a part of Brazil's culture in the late Nineteenth century, represented by a variety of colorful characters living in a single Rio de Janeiro slum. It is written with the intention of belonging to the Realism movement leaning towards Naturalism, much like Flaubert's Madame Bovary.Azevedo's The Slum tells the stories of Portuguese and other European immigrants, mulattos, and former African slaves living and working together in a single community. It explores the author's intensely naturalistic beliefs, having various characters being defined and changed by their environment, race and social position.Examples are: the division between the lackadaisical, yet passionate, mulattos and the hard-working, driven Portuguese immigrants, how the climate and culture of Brazil can slowly transform these immigrants' behavior in atavistic ways. In addition the role of women is a key theme, with all female characters in one way or another revealing their purpose in the slum.In 2013 the book became a Musical on Brazilian Broadway starring Gabriel Boni Rodrigues and Rafael Morelli. Today the play is with Daniel Tupauan and Christian Coronel."
uri,http://dbpedia.org/resource/The_Return_of_Philip_Latinowicz,literal,en,The Return of Philip Latinowicz,literal,en,Miroslav Krleža,literal,en,Expressionism,literal,en,Philosophical fiction,literal,en,"The Return of Philip Latinowicz (Croatian: Povratak Filipa Latinovicza, pronounced [pǒvratak fǐlipa latǐːnoʋitɕa]) is a novel by the Croatian author Miroslav Krleža. It is considered the first modern complete novel of Croatian literature. The structure is very complex, although it has no classical composition and storyline.The novel has been translated to English, French, German, Slovene, Swedish, Slovakian, Serbian, Macedonian, Czech, Hungarian, Lithuanian and Spanish.In a 2010 poll of 40 Croatian intellectuals for the greatest Croatian novel of all time, compiled by Jutarnji list daily, The Return of Philip Latinowicz came 3rd."
uri,http://dbpedia.org/resource/Ballads_of_Petrica_Kerempuh,literal,en,Ballads of Petrica Kerempuh,literal,en,Miroslav Krleža,literal,en,Expressionism,literal,en,Philosophy,literal,en,"Ballads of Petrica Kerempuh (Croatian: Balade Petrice Kerempuha) is a philosophically poetical work by Croatian writer Miroslav Krleža, composed in form of thirty poems between December 1935 and March 1936.The spans the period of five centuries, focuses around the plebeian prophet Petrica Kerempuh who is a type of Croatian Till Eulenspiegel. It is written in a language based on the Croatian Kajkavian dialect, heavily interspersed with archaic words of Latin, German and Hungarian origin.The poem is generally considered to be a masterpiece of Krleža's literary opus, and of entire Croatian literature."
uri,http://dbpedia.org/resource/Christie_Malry's_Own_Double-Entry,literal,en,Christie Malry's Own Double-Entry,literal,en,B. S. Johnson,literal,en,Modernism,literal,en,Dystopia,literal,en,"Christie Malry's Own Double-Entry (1973) is the penultimate novel by the late British avant-garde novelist B. S. Johnson. It is the metafictional account of a disaffected young man, Christie Malry, who applies the principles of double-entry bookkeeping to his own life, ""crediting"" himself against society in an increasingly violent manner for perceived ""debits""."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Postmodernism,literal,en,Tragicomedy,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/On_Beauty,literal,en,On Beauty,literal,en,Zadie Smith,literal,en,Postmodernism,literal,en,Novel,literal,en,"On Beauty is a 2005 novel by British author Zadie Smith.  It takes its title from an essay by Elaine Scarry (On Beauty and Being Just). The story follows the lives of a mixed-race British/American family living in the United States. On Beauty addresses ethnic and cultural differences in both the USA and the UK, the nature of beauty, and the clash between liberal and conservative academic values. A short article in The Observer has described it as a ""transatlantic comic saga"".The novel was shortlisted for the 2005 Man Booker Prize on 8 September 2005. Smith won the Orange Prize for Fiction in June 2006."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Postmodernism,literal,en,Novel,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Postmodernism,literal,en,Experimental literature,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/The_Return_of_Philip_Latinowicz,literal,en,The Return of Philip Latinowicz,literal,en,Miroslav Krleža,literal,en,Socialist realism,literal,en,Philosophical fiction,literal,en,"The Return of Philip Latinowicz (Croatian: Povratak Filipa Latinovicza, pronounced [pǒvratak fǐlipa latǐːnoʋitɕa]) is a novel by the Croatian author Miroslav Krleža. It is considered the first modern complete novel of Croatian literature. The structure is very complex, although it has no classical composition and storyline.The novel has been translated to English, French, German, Slovene, Swedish, Slovakian, Serbian, Macedonian, Czech, Hungarian, Lithuanian and Spanish.In a 2010 poll of 40 Croatian intellectuals for the greatest Croatian novel of all time, compiled by Jutarnji list daily, The Return of Philip Latinowicz came 3rd."
uri,http://dbpedia.org/resource/Ballads_of_Petrica_Kerempuh,literal,en,Ballads of Petrica Kerempuh,literal,en,Miroslav Krleža,literal,en,Socialist realism,literal,en,Philosophy,literal,en,"Ballads of Petrica Kerempuh (Croatian: Balade Petrice Kerempuha) is a philosophically poetical work by Croatian writer Miroslav Krleža, composed in form of thirty poems between December 1935 and March 1936.The spans the period of five centuries, focuses around the plebeian prophet Petrica Kerempuh who is a type of Croatian Till Eulenspiegel. It is written in a language based on the Croatian Kajkavian dialect, heavily interspersed with archaic words of Latin, German and Hungarian origin.The poem is generally considered to be a masterpiece of Krleža's literary opus, and of entire Croatian literature."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Hysterical realism,literal,en,Tragicomedy,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Realism (arts),literal,en,Tragicomedy,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/Messrs._Glembay,literal,en,Messrs. Glembay,literal,en,Miroslav Krleža,literal,en,Socialist realism,literal,en,Drama,literal,en,"Messrs. Glembay. A drama in three acts from the life of one Agremerian Patrician family (Croatian: Gospoda Glembajevi. Drama u tri čina iz života jedne agramerske patricijske obitelji), is a play in three acts by the Croatian author Miroslav Krleža.The play is divided into three acts, dealing with the events and the rift within the family Glembay. Messrs. Glembay is the first of three plays in the Glembay cycle which includes the dramas In Agony and Leda. The drama is commonly performed in the standard repertoire of major theatres across Croatia, and it is considered a classic of Croatian literature."
uri,http://dbpedia.org/resource/Ballads_of_Petrica_Kerempuh,literal,en,Ballads of Petrica Kerempuh,literal,en,Miroslav Krleža,literal,en,Socialist realism,literal,en,Poetry,literal,en,"Ballads of Petrica Kerempuh (Croatian: Balade Petrice Kerempuha) is a philosophically poetical work by Croatian writer Miroslav Krleža, composed in form of thirty poems between December 1935 and March 1936.The spans the period of five centuries, focuses around the plebeian prophet Petrica Kerempuh who is a type of Croatian Till Eulenspiegel. It is written in a language based on the Croatian Kajkavian dialect, heavily interspersed with archaic words of Latin, German and Hungarian origin.The poem is generally considered to be a masterpiece of Krleža's literary opus, and of entire Croatian literature."
uri,http://dbpedia.org/resource/On_Beauty,literal,en,On Beauty,literal,en,Zadie Smith,literal,en,Realism (arts),literal,en,Novel,literal,en,"On Beauty is a 2005 novel by British author Zadie Smith.  It takes its title from an essay by Elaine Scarry (On Beauty and Being Just). The story follows the lives of a mixed-race British/American family living in the United States. On Beauty addresses ethnic and cultural differences in both the USA and the UK, the nature of beauty, and the clash between liberal and conservative academic values. A short article in The Observer has described it as a ""transatlantic comic saga"".The novel was shortlisted for the 2005 Man Booker Prize on 8 September 2005. Smith won the Orange Prize for Fiction in June 2006."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Hysterical realism,literal,en,Novel,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/On_Beauty,literal,en,On Beauty,literal,en,Zadie Smith,literal,en,Hysterical realism,literal,en,Novel,literal,en,"On Beauty is a 2005 novel by British author Zadie Smith.  It takes its title from an essay by Elaine Scarry (On Beauty and Being Just). The story follows the lives of a mixed-race British/American family living in the United States. On Beauty addresses ethnic and cultural differences in both the USA and the UK, the nature of beauty, and the clash between liberal and conservative academic values. A short article in The Observer has described it as a ""transatlantic comic saga"".The novel was shortlisted for the 2005 Man Booker Prize on 8 September 2005. Smith won the Orange Prize for Fiction in June 2006."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Realism (arts),literal,en,Novel,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Hysterical realism,literal,en,Experimental literature,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/NW_(novel),literal,en,NW (novel),literal,en,Zadie Smith,literal,en,Realism (arts),literal,en,Experimental literature,literal,en,"NW is a 2012 novel by British author Zadie Smith. It takes its title from the NW postcode area in North-West London, the setting of the novel.  The novel is experimental and follows four different characters living in London, shifting between first and third person, stream-of-consciousness, screenplay-style dialogue and other narrative techniques in an attempt to reflect the polyphonic nature of contemporary urban life. It was nominated for the 2013 Women's Prize for Fiction."
uri,http://dbpedia.org/resource/María_(novel),literal,en,María (novel),literal,en,Jorge Isaacs,literal,en,Romanticism,literal,en,Romanticism,literal,en,"María is a novel written by Colombian writer Jorge Isaacs between 1864 and 1867. It is a costumbrist novel representative of the Spanish romantic movement. It may be considered a precursor of the criollist novel of the 1920s and 1930s in Latin America.Despite being Isaacs' only novel, María is considered one of the most important works of 19th-century Spanish American literature. Alfonso M. Escudero characterized it as the greatest Spanish-language romantic novel. The romantic style of the novel has been compared to the one of Chateaubriand's Atala. Notable are the description of the landscape and the artistic style of the prose.The novel has several autobiographical elements, such as both main characters being natives of Valle del Cauca, or Efraín's departure to Bogotá to pursue his studies.  It has been claimed that Maria herself is based, at least in part, upon a cousin of the author. The hacienda ""El Paraíso"", owned by Isaacs' family, also figures as an important location throughout the novel; it is currently preserved as a museum.The story narrates the idyllic and tragic love between María and her cousin Efraín, both natives of Valle del Cauca. In the middle of a romantic and bucolic landscape, the young characters fall in love with each other but circumstances prevent the full realization of their love. The first hurdle is Efraín's departure for six years to Bogotá, the capital of Colombia, in order to pursue his high school education. After Efraín returns to Valle del Cauca the couple is able to live together, albeit for only three months, before he is forced to travel to London in order to study medicine. Two years later Efraín returns to Colombia to find that María has died of illness. Heart-broken, Efraín decides to leave Cauca definitely, this time without a fixed destination."
uri,http://dbpedia.org/resource/Omensetter's_Luck,literal,en,Omensetter's Luck,literal,en,William H. Gass,literal,en,Metafiction,literal,en,Novel,literal,en,"Omensetter's Luck is the first novel by William H. Gass, published in 1966."
uri,http://dbpedia.org/resource/The_Snake's_Skin,literal,en,The Snake's Skin,literal,en,Grigol Robakidze,literal,en,Symbolism (arts),literal,en,Philosophical fiction,literal,en,The Snake’s Skin (Das Schlangenhemd) (also referred as The Snake’s Slough) is a novel by prominent Georgian writer Grigol Robakidze. It was written and published in the Georgian and German languages.
uri,http://dbpedia.org/resource/The_Snake's_Skin,literal,en,The Snake's Skin,literal,en,Grigol Robakidze,literal,en,Modernism,literal,en,Literary modernism,literal,en,The Snake’s Skin (Das Schlangenhemd) (also referred as The Snake’s Slough) is a novel by prominent Georgian writer Grigol Robakidze. It was written and published in the Georgian and German languages.
uri,http://dbpedia.org/resource/The_Snake's_Skin,literal,en,The Snake's Skin,literal,en,Grigol Robakidze,literal,en,Modernism,literal,en,Philosophical fiction,literal,en,The Snake’s Skin (Das Schlangenhemd) (also referred as The Snake’s Slough) is a novel by prominent Georgian writer Grigol Robakidze. It was written and published in the Georgian and German languages.
uri,http://dbpedia.org/resource/The_Auroras_of_Autumn,literal,en,The Auroras of Autumn,literal,en,Wallace Stevens,literal,en,Modernism,literal,en,Poetry,literal,en,"The Auroras of Autumn is a 1950 book of poetry by Wallace Stevens. It features the 1948 Stevens poem of the same name, whose title refers to the Aurora Borealis, or the ""Northern Lights"", in the fall. The book collects 32 Stevens poems written between 1947 and 1950, and was his last collection before his 1954 Collected Poems.""The Auroras of Autumn"" is a 240-line poem divided into ten sections of 24 lines each. It is considered one of Stevens' more challenging and ""difficult"" works, and a classic example of the English Romantic tradition.Another notable poem in the book is The Owl in the Sarcophagus, an elegy for Stevens' best friend, Henry Church.It won the 1951 National Book Award for Poetry."
uri,http://dbpedia.org/resource/The_Tunnel_(novel),literal,en,The Tunnel (novel),literal,en,William H. Gass,literal,en,Postmodernism,literal,en,Metafiction,literal,en,"The Tunnel is William H. Gass's 1995 magnum opus that took 26 years to write and earned him the American Book Award of 1996. It was also a finalist for the PEN/Faulkner award.The Tunnel is the work of William Frederick Kohler, a professor of history in an unnamed university in the American Midwest. Kohler's introduction to his major work on World War II, Guilt and Innocence in Hitler's Germany, the culmination of his years studying the aspects of the Nazi regime in the scope of its causes and effects, turns into The Tunnel, a brutally honest and subjective depiction of his own life and history and the opposite of the well-argued, researched and objective book he has just completed. When the harsh reality of his work begins to dawn on him, he fears that his wife will stumble onto his papers and read his most personal (and cruel) descriptions of his and their life. Because of this fear, he hides the pages of his introduction in places where he knows they will not be discovered and at the same time starts to dig a tunnel outward from the basement of his home."
uri,http://dbpedia.org/resource/The_Tunnel_(novel),literal,en,The Tunnel (novel),literal,en,William H. Gass,literal,en,Postmodernism,literal,en,Postmodern literature,literal,en,"The Tunnel is William H. Gass's 1995 magnum opus that took 26 years to write and earned him the American Book Award of 1996. It was also a finalist for the PEN/Faulkner award.The Tunnel is the work of William Frederick Kohler, a professor of history in an unnamed university in the American Midwest. Kohler's introduction to his major work on World War II, Guilt and Innocence in Hitler's Germany, the culmination of his years studying the aspects of the Nazi regime in the scope of its causes and effects, turns into The Tunnel, a brutally honest and subjective depiction of his own life and history and the opposite of the well-argued, researched and objective book he has just completed. When the harsh reality of his work begins to dawn on him, he fears that his wife will stumble onto his papers and read his most personal (and cruel) descriptions of his and their life. Because of this fear, he hides the pages of his introduction in places where he knows they will not be discovered and at the same time starts to dig a tunnel outward from the basement of his home."
uri,http://dbpedia.org/resource/Middle_C_(novel),literal,en,Middle C (novel),literal,en,William H. Gass,literal,en,Postmodernism,literal,en,Postmodern literature,literal,en,"Middle C is a 2013 novel by William H. Gass.  It was started sometime after 1998, with a first excerpt appearing in 2001.The novel tells the story and concerns of Joseph Skizzen, whose father got the family out of Austria in 1938, pretending to be Jewish, then disappeared in London.  Relocated with his mother and sister to the fictional Woodbine, Ohio, Skizzen grows up to be a thoroughly middling nobody, a low-skilled amateur piano player who finds his niche as a professor of music at a small Bible college, by passing himself off as just the right kind of exotic, specializing in Arnold Schoenberg and atonal music, and successfully lying about his training and credentials.  Isolated, he lives with his mother, his only hobby a fantasy life as the curator of his Inhumanity Museum. He obsesses over revising a single sentence, ""The fear that the human race might not survive has been replaced by the fear that it will endure.""One review described the novel as being written in a style imitative of Schoenberg, with no scene having more dramatic significance than any other.  Another review compared the novel to a concerto, with parts for Joey, Joseph, and Professor Skizzen. It won  the William Dean Howells Medal in 2015."
uri,http://dbpedia.org/resource/Omensetter's_Luck,literal,en,Omensetter's Luck,literal,en,William H. Gass,literal,en,Postmodernism,literal,en,Novel,literal,en,"Omensetter's Luck is the first novel by William H. Gass, published in 1966."
uri,http://dbpedia.org/resource/Perfume_(novel),literal,en,Perfume (novel),literal,en,Patrick Süskind,literal,en,Magic realism,literal,en,Absurdism,literal,en,"Perfume: The Story of a Murderer is a 1985 literary historical cross-genre novel (originally published in German as Das Parfum) by German writer Patrick Süskind. The novel explores the sense of smell and its relationship with the emotional meaning that scents may carry. Above all it is a story of identity, communication and the morality of the human spirit. The novel was translated into English by John E. Woods and won the PEN Translation Prize in 1987.The story focuses on Jean-Baptiste Grenouille, a perfume apprentice in 18th-century France who, born with no body scent himself, begins to stalk and murder virgins in search of the ""perfect scent"", which he finds in a young woman named Laure, whom his acute sense of smell finds in a secluded private garden in Grasse.Some editions of Perfume, including the first, have as their cover image Antoine Watteau's  painting Jupiter and Antiope, which depicts a sleeping woman."
uri,http://dbpedia.org/resource/Perfume_(novel),literal,en,Perfume (novel),literal,en,Patrick Süskind,literal,en,Magic realism,literal,en,Horror fiction,literal,en,"Perfume: The Story of a Murderer is a 1985 literary historical cross-genre novel (originally published in German as Das Parfum) by German writer Patrick Süskind. The novel explores the sense of smell and its relationship with the emotional meaning that scents may carry. Above all it is a story of identity, communication and the morality of the human spirit. The novel was translated into English by John E. Woods and won the PEN Translation Prize in 1987.The story focuses on Jean-Baptiste Grenouille, a perfume apprentice in 18th-century France who, born with no body scent himself, begins to stalk and murder virgins in search of the ""perfect scent"", which he finds in a young woman named Laure, whom his acute sense of smell finds in a secluded private garden in Grasse.Some editions of Perfume, including the first, have as their cover image Antoine Watteau's  painting Jupiter and Antiope, which depicts a sleeping woman."
uri,http://dbpedia.org/resource/Perfume_(novel),literal,en,Perfume (novel),literal,en,Patrick Süskind,literal,en,Magic realism,literal,en,Magic realism,literal,en,"Perfume: The Story of a Murderer is a 1985 literary historical cross-genre novel (originally published in German as Das Parfum) by German writer Patrick Süskind. The novel explores the sense of smell and its relationship with the emotional meaning that scents may carry. Above all it is a story of identity, communication and the morality of the human spirit. The novel was translated into English by John E. Woods and won the PEN Translation Prize in 1987.The story focuses on Jean-Baptiste Grenouille, a perfume apprentice in 18th-century France who, born with no body scent himself, begins to stalk and murder virgins in search of the ""perfect scent"", which he finds in a young woman named Laure, whom his acute sense of smell finds in a secluded private garden in Grasse.Some editions of Perfume, including the first, have as their cover image Antoine Watteau's  painting Jupiter and Antiope, which depicts a sleeping woman."
uri,http://dbpedia.org/resource/Perfume_(novel),literal,en,Perfume (novel),literal,en,Patrick Süskind,literal,en,Magic realism,literal,en,Mystery fiction,literal,en,"Perfume: The Story of a Murderer is a 1985 literary historical cross-genre novel (originally published in German as Das Parfum) by German writer Patrick Süskind. The novel explores the sense of smell and its relationship with the emotional meaning that scents may carry. Above all it is a story of identity, communication and the morality of the human spirit. The novel was translated into English by John E. Woods and won the PEN Translation Prize in 1987.The story focuses on Jean-Baptiste Grenouille, a perfume apprentice in 18th-century France who, born with no body scent himself, begins to stalk and murder virgins in search of the ""perfect scent"", which he finds in a young woman named Laure, whom his acute sense of smell finds in a secluded private garden in Grasse.Some editions of Perfume, including the first, have as their cover image Antoine Watteau's  painting Jupiter and Antiope, which depicts a sleeping woman."
uri,http://dbpedia.org/resource/The_Dead_Father,literal,en,The Dead Father,literal,en,Donald Barthelme,literal,en,Postmodern literature,literal,en,List of science fiction novels,literal,en,"The Dead Father is a post-modernist novel by author Donald Barthelme published in 1975 by Farrar, Straus and Giroux. The book relates the journey of a vaguely defined entity that symbolizes fatherhood, hauled by a small group of people as the plot unravels through narratives, anecdotes, dialogues, reflexions and allegories presented to the reader through the tools and constructions of postmodern literature, in which the author excelled as a short story writer. Chapter 17 includes an adapted version of a previously published short story, ""A Manual for Sons"", that is much in the style and character of the novel."
uri,http://dbpedia.org/resource/The_Feast_of_the_Goat,literal,en,The Feast of the Goat,literal,en,Mario Vargas Llosa,literal,en,Latin American Boom,literal,en,Dictator novel,literal,en,"The Feast of the Goat (Spanish: La fiesta del chivo, 2000) is a novel by the Peruvian Nobel Prize in Literature laureate Mario Vargas Llosa. The book is set in the Dominican Republic and portrays the assassination of Dominican dictator Rafael Trujillo, and its aftermath, from two distinct standpoints a generation apart: during and immediately after the assassination itself, in May 1961; and thirty five years later, in 1996. Throughout, there is also extensive reflection on the heyday of the dictatorship, in the 1950s, and its significance for the island and its inhabitants.The novel follows three interwoven storylines.  The first concerns a woman, Urania Cabral, who is back in the Dominican Republic, after a long absence, to visit her ailing father; she ends up recalling incidents from her youth and recounting a long-held secret to her aunt and cousins. The second story line focuses on the last day in Trujillo's life from the moment he wakes up onwards, and shows us the regime's inner circle, to which Urania's father once belonged. The third strand depicts Trujillo's assassins, many of whom had previously been government loyalists, as they wait for his car late that night; after the assassination, this story line shows us the assassins' persecution. Each aspect of the book's plot reveals a different viewpoint on the Dominican Republic's political and social environment, past and present.  Readers are shown the regime's downward spiral, Trujillo's assassination, and its aftermath through the eyes of insiders, conspirators, and a middle-aged woman looking back. The novel is therefore a kaleidoscopic portrait of dictatorial power, including its psychological effects, and its long-term impact.  The novel's themes include the nature of power and corruption, and their relationship to machismo and sexual perversion in a rigidly hierarchical society with strongly gendered roles. Memory, and the process of remembering, is also an important theme, especially in Urania's narrative as she recalls her youth in the Dominican Republic. Her story (and the book as a whole) ends when she recounts the terrible events that led to her leaving the country at the age of 14. The book itself serves as a reminder of the atrocities of dictatorship, to ensure that the dangers of absolute power will be remembered by a new generation.Vargas Llosa interlaces fictional elements and historical events: the book is not a documentary, and the Cabral family, for instance, is completely fictional.  On the other hand, the characters of Trujillo and Trujillo's assassins are drawn from the historical record; Vargas Llosa weaves real historical incidents of brutality and oppression into these people's stories, to further illuminate the nature of the regime and the responses it provoked.  In Vargas Llosa's words, ""It's a novel, not a history book, so I took many, many liberties. [. . .] I have respected the basic facts, but I have changed and deformed many things in order to make the story more persuasive—and I have not exaggerated.""The Feast of the Goat received largely positive reviews, with several reviewers commenting on the book's depiction of the relationship between sexuality and power, and on the graphic descriptions of violent events.A film version of the novel was released in 2005, starring Isabella Rossellini, Paul Freeman, and Tomas Milian. Jorge Alí Triana and his daughter Veronica Triana wrote a theatrical adaptation in 2003."
uri,http://dbpedia.org/resource/Tartarin_of_Tarascon,literal,en,Tartarin of Tarascon,literal,en,Alphonse Daudet,literal,en,Naturalism (literature),literal,en,Novel,literal,en,Tartarin of Tarascon (French: Tartarin de Tarascon) is an 1872 novel written by the French author Alphonse Daudet.
